Ensembl Gene ID	Associated Gene Name	Descriptio
Y69A2AR.14	Y69A2AR.14	Protein Y69A2AR.14 
T12E12.2	cec-6	Protein CEC-6 
Y64G10A.8	srab-24	Protein SRAB-24 
T05A12.2	tre-2	Protein TRE-2 
ZC168.3	orc-5	Protein ORC-5, isoform a 
F49E11.5	scl-10	Protein SCL-10 
C24D10.5	C24D10.5	Protein C24D10.5 
F38C2.5	ccch-2	Protein CCCH-2 
R102.4	R102.4	Uncharacterized protein R102.4 
C46A5.4	C46A5.4	Protein C46A5.4 
T23B5.1	prmt-3	Protein PRMT-3, isoform a 
F28D1.2	F28D1.2	Protein F28D1.2 
R09E10.13	R09E10.13	Protein R09E10.13 
F45E4.7	nep-16	Protein NEP-16, isoform a 
H06H21.8	H06H21.8	Protein H06H21.8, isoform b 
Y105C5A.24	Y105C5A.24	Protein Y105C5A.24 
Y104H12D.1	mdt-20	Mediator of RNA polymerase II transcription subunit 20 
Y57G11C.51	Y57G11C.51	Protein Y57G11C.51 
ZK809.3	ZK809.3	Protein ZK809.3 
C24D10.6	C24D10.6	Protein C24D10.6 
Y42H9B.3	Y42H9B.3	Protein Y42H9B.3 
Y94H6A.6	ubc-8	Protein UBC-8 
ZK354.6	ZK354.6	Protein ZK354.6 
Y67D8C.2	Y67D8C.2	Protein Y67D8C.2 
M199.9	M199.9	Protein M199.9 
LLC1.2	LLC1.2	Protein LLC1.2, isoform a 
Y43C5A.1	nspd-7	Protein NSPD-7 
C53B4.2	C53B4.2	Protein C53B4.2 
F49C12.4	F49C12.4	Protein F49C12.4 
Y57G11C.17	hhat-2	Protein HHAT-2, isoform a 
B0218.6	clec-51	Protein CLEC-51 
F13E9.10	F13E9.10	Protein F13E9.10 
C04C3.7	C04C3.7	Protein C04C3.7 
T07A9.14	T07A9.14	Protein T07A9.14 
Y43B11AR.1	Y43B11AR.1	Protein Y43B11AR.1 
Y77E11A.14	Y77E11A.14	Protein Y77E11A.14 
F36H1.2	tag-144	Protein TAG-144, isoform c 
Y45F10A.5	nlp-17	Protein NLP-17 
F32B6.8	tbc-3	Protein TBC-3, isoform a 
T08B6.4	T08B6.4	Protein T08B6.4 
Y41D4B.14	Y41D4B.14	Protein Y41D4B.14 
K08E4.1	spt-5	Transcription elongation factor SPT5 
T01B11.4	ant-1.4	Protein ANT-1.4 
C55C3.6	C55C3.6	Protein C55C3.6 
C49H3.4	C49H3.4	Protein C49H3.4 
ZK829.8	srj-1	Protein SRJ-1 
F19C7.8	F19C7.8	Protein F19C7.8, isoform a 
Y17G9B.9	Y17G9B.9	Protein Y17G9B.9 
F21D5.8	mrps-33	Protein MRPS-33 
Y51H4A.2	Y51H4A.2	Protein Y51H4A.2 
K08F4.4	glt-3	Putative sodium-dependent excitatory amino acid transporter glt-3 
F35H10.1	his-30	Histone H2A 
T13A10.9	srv-31	Protein SRV-31 
C06A6.5	C06A6.5	Thioredoxin domain-containing protein C06A6.5 
F55F10.1	F55F10.1	Protein F55F10.1 
T21D12.14	T21D12.14	Protein T21D12.14 
Y116A8C.26	snx-13	Protein Y116A8C.26, isoform c 
Y105C5B.1413	Y105C5B.1413	Protein Y105C5B.1413 
R05G6.6	glt-6	Putative sodium-dependent excitatory amino acid transporter glt-6 
R13H9.2	msp-57	Major sperm protein 55/57 
Y38F2AL.5	nhr-236	Protein NHR-236 
F49C12.11	F49C12.11	Translation machinery-associated protein 7 homolog 
Y17G9A.6	str-175	Protein STR-175 
T28F3.5	T28F3.5	Protein T28F3.5, isoform a 
K11H12.4	K11H12.4	Protein K11H12.4 
ZK896.8	gcy-18	Protein GCY-18 
H21P03.3	sms-1	Putative phosphatidylcholine:ceramide cholinephosphotransferase 1 
Y62E10A.20	Y62E10A.20	Protein Y62E10A.20 
F17E9.16	F17E9.16	Protein F17E9.16 
Y46C8AL.8	clec-74	Protein CLEC-74 
T14A8.2	T14A8.2	Protein T14A8.2, isoform a 
F47C12.1	F47C12.1	Protein F47C12.1 
D2024.4	D2024.4	Protein D2024.4, isoform b 
W03G1.6	pig-1	Protein PIG-1, isoform a 
R09H10.4	ptr-14	Protein PTR-14 
K08E7.9	pgp-1	Multidrug resistance protein pgp-1 
W03G1.7	asm-3	Putative sphingomyelin phosphodiesterase asm-3 
ZK593.5	dnc-1	Protein DNC-1, isoform a 
Y54G2A.33	clec-84	Protein CLEC-84 
C01B10.8	C01B10.8	Protein C01B10.8 
Y105C5B.18	Y105C5B.18	Protein Y105C5B.18 
R09E10.5	R09E10.5	Uncharacterized protein R09E10.5 
Y73F8A.5	Y73F8A.5	Protein Y73F8A.5 
T23F6.1	T23F6.1	Protein T23F6.1 
T06C10.3	T06C10.3	Protein T06C10.3 
ZC416.4	kgb-2	Protein KGB-2 
C43F9.4	C43F9.4	Protein C43F9.4 
C07G1.5	hgrs-1	Protein HGRS-1 
ZK795.4	snb-7	Protein SNB-7 
F58D2.2	F58D2.2	Protein F58D2.2 
C49C8.3	C49C8.3	Protein C49C8.3 
Y45F10B.10	qui-1	Protein QUI-1 
W09G12.1	dsl-2	Protein DSL-2 
C34D4.14	hecd-1	Protein HECD-1 
T05E11.1	rps-5	40S ribosomal protein S5 
K08C7.1	K08C7.1	Protein K08C7.1 
H25K10.1	H25K10.1	Protein H25K10.1 
C52D10.12	C52D10.12	Protein C52D10.12 
F49C12.15	F49C12.15	Protein F49C12.15 
4R79.1	nas-6	Zinc metalloproteinase nas-6 
C27D8.4	C27D8.4	Protein C27D8.4 
W01B6.9	ndc-80	Kinetochore protein ndc-80 
W02A2.6	rec-8	Protein REC-8, isoform a 
C44B12.3	C44B12.3	Protein C44B12.3 
Y40C5A.2	ocr-4	Protein OCR-4 
T19E7.1	clec-178	Protein CLEC-178 
F47C12.8	F47C12.8	Protein F47C12.8 
R13A1.8	glb-23	Protein GLB-23 
H25K10.4	H25K10.4	Protein H25K10.4 
H02I12.8	cyp-31A2	Protein CYP-31A2 
C27B7.6	C27B7.6	Putative serine/threonine-protein phosphatase C27B7.6 
F55G11.10	F55G11.10	Protein F55G11.10 
D2096.3	aagr-1	Protein AAGR-1 
Y37E11B.2	Y37E11B.2	Protein Y37E11B.2 
Y73F8A.23	Y73F8A.23	Protein Y73F8A.23 
K06B9.5	pax-2	Protein PAX-2 
W03D2.4	pcn-1	Proliferating cell nuclear antigen 
C42D4.13	C42D4.13	Protein C42D4.13 
F28D1.7	rps-23	40S ribosomal protein S23 
R10H10.7	R10H10.7	Protein R10H10.7 
C46C2.3	C46C2.3	Protein C46C2.3 
Y94H6A.1	nhr-277	Protein NHR-277 
K09B3.1	K09B3.1	Protein K09B3.1 
F37C4.1	oac-21	Protein OAC-21 
C32H11.9	C32H11.9	Protein C32H11.9 
Y45F10C.6	Y45F10C.6	Protein Y45F10C.6 
C53D6.2	unc-129	Protein UNC-129 
Y116A8C.43	Y116A8C.43	Protein Y116A8C.43 
F58B3.2	lys-5	Protein LYS-5 
E03H12.1	str-162	Protein STR-162 
ZK809.4	ent-1	Protein ENT-1, isoform a 
Y38H8A.7	Y38H8A.7	Protein Y38H8A.7 
C09G4.1	hyl-1	Protein HYL-1 
Y17G9B.3	cyp-31A3	Protein CYP-31A3 
C01C7.1	ark-1	Protein ARK-1, isoform b 
C29E6.4	cutl-27	Protein CUTL-27 
C42D4.6	skr-16	Protein SKR-16 
Y59E9AL.5	Y59E9AL.5	Protein Y59E9AL.5 
C34H4.4	col-107	Protein COL-107, isoform b 
F32E10.7	F32E10.7	Protein F32E10.7 
R08C7.7	str-185	Protein STR-185 
C01F6.1	cpna-3	Protein CPNA-3 
B0564.9	B0564.9	Protein B0564.9 
F15B10.3	F15B10.3	Protein F15B10.3 
Y46C8AL.5	clec-72	Protein CLEC-72 
Y69A2AR.26	nhr-242	Protein NHR-242 
ZK354.5	msp-51	Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142 
C09G12.2	srz-79	Protein SRZ-79 
K06B9.1	cyp-25A6	Protein CYP-25A6 
T22D1.9	rpn-1	Protein RPN-1 
Y73B6BL.37	Y73B6BL.37	Protein Y73B6BL.37 
C26H9A.1	vha-7	Protein VHA-7, isoform b 
Y59H11AR.5	clec-181	Protein CLEC-181 
F11A10.7	F11A10.7	Protein F11A10.7 
Y57G11C.49	lgc-8	Protein LGC-8 
K08E7.7	cul-6	Cullin-6 
F38A5.13	dnj-11	Protein DNJ-11 
F45E4.5	F45E4.5	Protein F45E4.5 
B0035.14	dnj-1	Protein DNJ-1 
F20C5.1	pme-3	Poly(ADP-ribose) glycohydrolase pme-3 
Y5F2A.3	Y5F2A.3	Protein Y5F2A.3 
Y41E3.6	Y41E3.6	Protein Y41E3.6 
D1046.2	D1046.2	Protein D1046.2 
F53B2.4	sru-13	Protein SRU-13 
Y37E11AR.1	best-20	Protein BEST-20 
ZK829.7	ZK829.7	Protein ZK829.7 
Y51H4A.5	Y51H4A.5	Protein Y51H4A.5 
Y105C5A.1274	Y105C5A.1274	Protein Y105C5A.1274 
Y4C6B.6	gba-4	Protein GBA-4 
C49H3.3	C49H3.3	Protein C49H3.3 
C23H5.11	C23H5.11	Protein C23H5.11 
Y38F2AL.1	nsy-4	Protein NSY-4 
ZK617.1	unc-22	Twitchin 
Y54G2A.10	Y54G2A.10	Protein Y54G2A.10, isoform a 
Y57G11C.14	Y57G11C.14	Protein Y57G11C.14 
T02D1.6	npr-26	Protein NPR-26 
Y41E3.11	Y41E3.11	Protein Y41E3.11, isoform a 
Y43C5A.6	rad-51	Protein RAD-51, isoform a 
W03D2.10	str-122	Protein STR-122 
F32E10.3	clec-180	C-type lectin domain-containing protein 180 
C47E12.13	C47E12.13	Protein C47E12.13 
F38H4.7	tag-30	Protein TAG-30 
ZK897.1	unc-31	Calcium-dependent secretion activator 
R11A8.5	R11A8.5	Protein R11A8.5 
F09D12.2	F09D12.2	Protein F09D12.2 
M02B7.5	M02B7.5	Protein M02B7.5 
ZC477.5	ZC477.5	Protein ZC477.5 
B0513.5	B0513.5	Proline dehydrogenase 1, mitochondrial 
T12A7.2	T12A7.2	Protein T12A7.2 
T11F8.1	T11F8.1	Protein T11F8.1 
C01F6.4	fem-3	Sex-determination protein fem-3 
E03H12.9	E03H12.9	Protein E03H12.9 
F56D5.9	F56D5.9	Protein F56D5.9 
F53H1.3	F53H1.3	Protein F53H1.3 
H23L24.5	pme-4	Poly(ADP-ribose) glycohydrolase pme-4 
Y57G11C.3	Y57G11C.3	Putative 6-phosphogluconolactonase 
F41H10.9	F41H10.9	Protein F41H10.9 
F38A1.5	clec-166	Protein CLEC-166 
Y40H7A.11	Y40H7A.11	Protein Y40H7A.11 
C28D4.7	C28D4.7	Protein C28D4.7 
F23B2.12	pcp-2	Protein PCP-2 
Y54G2A.9	clec-81	Protein CLEC-81 
Y73B6BL.26	lgc-10	Protein LGC-10 
C09G9.5	C09G9.5	Protein C09G9.5, isoform a 
Y57G11C.1142	Y57G11C.1142	Protein Y57G11C.1142 
Y46C8AL.1	clec-73	Protein CLEC-73 
R08C7.11	R08C7.11	Protein R08C7.11 
Y73F8A.13	Y73F8A.13	Protein Y73F8A.13, isoform a 
C47E12.9	C47E12.9	Protein C47E12.9 
Y104H12D.3	Y104H12D.3	Protein Y104H12D.3 
Y76B12C.2	xpc-1	Protein XPC-1 
Y54G2A.40	Y54G2A.40	Protein Y54G2A.40 
T02D1.3	sru-15	Protein SRU-15 
C06E4.5	C06E4.5	Protein C06E4.5 
F01G10.10	F01G10.10	Protein F01G10.10 
K08B4.4	ugt-20	Protein UGT-20 
Y24D9A.4	rpl-7A	60S ribosomal protein L7a 
K08D10.1	K08D10.1	Protein K08D10.1 
C31H1.6	lntl-1	Protein LNTL-1, isoform a 
Y73B6BL.5	seu-1	Protein SEU-1, isoform a 
Y73B6BL.270	Y73B6BL.270	Protein Y73B6BL.270 
B0035.10	his-45	Protein HIS-55 
C50F7.2	clx-1	Protein CLX-1 
Y57G11C.21	Y57G11C.21	Protein Y57G11C.21 
F26D10.12	clec-196	Protein CLEC-196, isoform a 
W03B1.4	sars-2	Protein SARS-2 
C43G2.5	try-3	Protein TRY-3 
K01A6.2	magi-1	Protein MAGI-1, isoform a 
C02B10.2	snpn-1	SNAPIN protein homolog 
F01D4.1	ugt-43	Protein UGT-43, isoform b 
F13E9.8	F13E9.8	Protein F13E9.8 
Y38C1AA.2	csn-3	COP9 signalosome complex subunit 3 
K08D10.4	rnp-2	Protein RNP-2 
T05E11.8	T05E11.8	Protein T05E11.8 
T05A1.2	col-122	Protein COL-122 
Y69A2AR.8	Y69A2AR.8	Protein Y69A2AR.8 
B0273.3	B0273.3	Protein B0273.3 
Y38F2AR.5	tftc-1	Protein Y38F2AR.5 
C52D10.6	skr-12	Protein SKR-12 
F08B4.3	F08B4.3	Protein F08B4.3 
C09B9.3	best-6	Protein BEST-6, isoform b 
F32B6.2	mccc-1	Protein F32B6.2 
T09A12.5	T09A12.5	Protein T09A12.5 
Y45F10D.13	sorb-1	Protein SORB-1, isoform a 
K08E4.4	K08E4.4	Protein K08E4.4 
C26B2.6	elpc-4	Putative elongator complex protein 4 
Y41D4B.20	nhr-287	Protein NHR-287 
R02D3.5	fnta-1	Protein FNTA-1 
F13E9.4	F13E9.4	Protein F13E9.4 
W02A2.8	W02A2.8	Protein W02A2.8, isoform a 
F36H12.14	F36H12.14	Protein F36H12.14 
Y17G9A.4	Y17G9A.4	Protein Y17G9A.4 
F01G10.5	F01G10.5	Protein F01G10.5 
Y116A8A.3	clec-193	Protein CLEC-193 
T23F6.4	rbd-1	Protein RBD-1 
Y54G2A.45	Y54G2A.45	Protein Y54G2A.45 
Y41D4A.2	col-108	Protein COL-108 
Y40H7A.4	Y40H7A.4	Protein Y40H7A.4, isoform b 
Y9C9A.18	str-159	Protein STR-159 
ZK1251.2	ins-7	Probable insulin-like peptide beta-type 4 
F36H12.5	F36H12.5	Protein F36H12.5 
Y37A1B.9	irld-56	Protein Y37A1B.9 
Y116A8C.35	uaf-2	Protein UAF-2 
Y57G11C.42	Y57G11C.42	Protein Y57G11C.42, isoform a 
Y41E3.22	Y41E3.22	Protein Y41E3.22 
F02H6.4	F02H6.4	Protein F02H6.4, isoform a 
C27D8.2	C27D8.2	Protein C27D8.2 
F56B3.9	F56B3.9	Protein F56B3.9 
F28D1.9	acs-20	Protein ACS-20 
C11D2.4	C11D2.4	Protein C11D2.4 
B0001.5	B0001.5	Protein B0001.5 
F08A7.1	F08A7.1	Protein F08A7.1, isoform a 
F38A1.14	clec-169	Protein CLEC-169 
C39E9.8	C39E9.8	Protein C39E9.8, isoform a 
F01G4.3	skih-2	Protein SKIH-2 
F38E11.7	wrt-3	Warthog protein 3 
T07A9.7	gpa-4	Guanine nucleotide-binding protein alpha-4 subunit 
C26B2.1	dnc-4	Protein DNC-4 
ZK593.3	ZK593.3	Protein ZK593.3 
F52B11.6	ins-34	Protein INS-34 
Y116A8C.465	Y116A8C.465	Protein Y116A8C.465 
W01B6.1	cwn-2	Protein Wnt-2 
M04B2.5	twk-25	Protein TWK-25 
F20C5.3	F20C5.3	Protein F20C5.3, isoform a 
Y55F3C.9	Y55F3C.9	Protein Y55F3C.9 
C28C12.12	C28C12.12	Protein C28C12.12 
Y45F10B.4	sru-16	Protein SRU-16 
C50F7.9	C50F7.9	Protein C50F7.9 
ZK616.2	ZK616.2	Protein ZK616.2 
M7.9	M7.9	Protein M7.9 
ZC410.1	nhr-11	Nuclear hormone receptor family member nhr-11 
K08C7.6	K08C7.6	Protein K08C7.6 
F52G2.1	dcap-2	mRNA-decapping enzyme 2 
Y45F10B.15	Y45F10B.15	UPF0375 protein Y45F10B.15 
T21D12.2	dpy-9	Protein DPY-9 
F55G1.6	F55G1.6	Protein F55G1.6 
K08D12.6	K08D12.6	Protein K08D12.6 
F54D1.3	col-127	Protein COL-126 
T28H11.4	pes-1	Protein PES-1 
Y73F8A.3	srj-42	Protein SRJ-42 
F42A9.7	F42A9.7	Protein F42A9.7 
Y9C9A.11	str-156	Protein STR-156 
Y105C5A.1270	Y105C5A.1270	Protein Y105C5A.1270 
Y73B6BL.39	srv-13	Protein SRV-13 
Y37E11AL.8	taf-6.2	Protein TAF-6.2 
C53D6.10	C53D6.10	Protein C53D6.10 
R09H10.6	R09H10.6	Protein R09H10.6 
W08D2.4	fat-3	Protein FAT-3, isoform a 
Y45F10B.3	Y45F10B.3	Protein Y45F10B.3 
Y45F10D.10	Y45F10D.10	Protein Y45F10D.10, isoform a 
C49H3.10	xpo-3	Protein XPO-3 
C48D1.3	cho-1	High-affinity choline transporter 1 
F33D4.4	F33D4.4	Protein F33D4.4 
F02H6.6	F02H6.6	Protein F02H6.6 
Y39C12A.8	dnj-26	Protein DNJ-26 
ZC477.4	ZC477.4	Protein ZC477.4 
T22D1.2	T22D1.2	Protein T22D1.2 
Y73B6A.1	Y73B6A.1	Protein Y73B6A.1 
Y69A2AR.1	Y69A2AR.1	Protein Y69A2AR.1, isoform a 
D2096.8	nap-1	Protein NAP-1 
Y116A8C.467	Y116A8C.467	Protein Y116A8C.467 
F18F11.4	F18F11.4	Protein F18F11.4 
C55F2.2	ilys-4	Protein ILYS-4 
F42A6.9	elks-1	Protein ELKS-1 
Y51H4A.3	rho-1	Ras-like GTP-binding protein rhoA 
Y11D7A.12	flh-1	Protein FLH-1, isoform b 
Y51H4A.10	fip-7	Protein FIP-7 
F58F6.2	col-105	Protein COL-105 
K07F5.9	ssp-10	Sperm-specific class P protein 10 
M02B7.7	M02B7.7	Protein M02B7.7 
T19E7.6	T19E7.6	Protein T19E7.6 
C43F9.6	nkb-2	Protein NKB-2 
Y24D9A.2	set-21	Protein SET-21 
T04A11.3	igdb-1	Ig-like and fibronectin type-III domain-containing protein T04A11.3 
M7.2	klc-1	Protein KLC-1, isoform b 
ZK185.1	ZK185.1	Protein ZK185.1 
F58E2.4	F58E2.4	Protein F58E2.4 
T28C6.7	T28C6.7	Protein T28C6.7, isoform a 
Y38H8A.5	Y38H8A.5	Protein Y38H8A.5 
Y38C1AA.13	gfrp-1	Protein GFRP-1 
T21D12.9	sma-10	Protein SMA-10, isoform a 
C49C3.9	C49C3.9	Protein C49C3.9 
F25H8.7	spe-29	Protein SPE-29 
C04G2.6	dis-3	Probable exosome complex exonuclease RRP44 
F01G4.1	swsn-4	Protein SWSN-4 
Y54G2A.39	clec-80	Protein CLEC-80 
F35F11.1	F35F11.1	Protein F35F11.1 
T14G10.7	hpo-5	Protein HPO-5 
Y73F8A.36	Y73F8A.36	Protein Y73F8A.36 
Y59E9AR.3	tbx-30	Putative T-box protein 30/42 
F56A11.4	F56A11.4	Protein F56A11.4 
B0546.4	B0546.4	Protein yippee-like B0546.4 
H34C03.1	spd-3	Protein SPD-3 
Y59H11AM.3	mpst-6	Protein MPST-6 
K08D12.7	K08D12.7	Protein K08D12.7 
Y67D8C.7	Y67D8C.7	Protein Y67D8C.7 
Y73B6BL.9	hil-2	Histone H1.2 
W08D2.6	col-123	Protein COL-123 
Y4C6A.2	mgl-3	Protein MGL-3, isoform d 
T01B11.1	T01B11.1	Protein T01B11.1 
Y55F3AR.3	cct-8	T-complex protein 1 subunit theta 
C01F6.8	icln-1	Protein ICLN-1, isoform a 
F54E12.3	his-56	Histone H4 
Y41D4B.11	Y41D4B.11	Protein Y41D4B.11 
Y67H2A.6	csn-6	COP9 signalosome complex subunit 6 
Y105C5A.6	pqn-79	Protein PQN-79 
C05C12.4	C05C12.4	Protein C05C12.4 
T23G4.3	T23G4.3	Protein T23G4.3 
Y37E11B.1	Y37E11B.1	Protein Y37E11B.1, isoform b 
R102.9	glb-21	Protein GLB-21 
Y57G11C.24	eps-8	Protein EPS-8, isoform g 
H10D12.2	H10D12.2	Protein H10D12.2 
F38A1.13	F38A1.13	Protein F38A1.13 
B0545.4	B0545.4	Protein B0545.4 
D1046.16	D1046.16	Protein D1046.16 
C39H7.6	srd-12	Protein SRD-12 
T09A12.1	T09A12.1	Protein T09A12.1 
C09B9.6	msp-55	Major sperm protein 55/57 
F40F11.2	mig-38	Protein MIG-38 
T22B3.3	T22B3.3	Protein T22B3.3 
Y55F3AM.15	csn-4	COP9 signalosome complex subunit 4 
C33D9.4	sru-35	Protein SRU-35 
C01B10.5	hil-7	Protein HIL-7, isoform b 
R102.2	R102.2	Protein R102.2 
C04C3.3	pdhb-1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial 
F32B6.6	msp-77	Major sperm protein 77/79 
F49C12.8	rpn-7	26S proteasome non-ATPase regulatory subunit 6 
Y9C9A.9	str-158	Protein STR-158 
Y55F3AR.2	Y55F3AR.2	Protein Y55F3AR.2 
C07G1.3	pct-1	Protein PCT-1, isoform a 
F35H10.7	nprl-3	Nitrogen permease regulator 3-like protein 
F42G8.5	islo-1	Protein ISLO-1 
F33D4.2	itr-1	Protein ITR-1, isoform a 
R05G6.1	R05G6.1	Protein R05G6.1 
Y105C5B.11	Y105C5B.11	Protein Y105C5B.11 
Y4C6B.2	Y4C6B.2	Protein Y4C6B.2, isoform a 
B0545.3	scl-23	Protein SCL-23 
W03B1.1	W03B1.1	Protein W03B1.1 
C02B10.5	C02B10.5	Protein C02B10.5 
B0218.2	faah-2	Protein FAAH-2 
F02H6.71	F02H6.71	Protein F02H6.71 
Y73B6BL.45	Y73B6BL.45	Protein Y73B6BL.45 
ZC416.6	ZC416.6	Protein ZC416.6 
Y116A8C.19	Y116A8C.19	Protein Y116A8C.19 
T13H10.1	kin-5	Protein KIN-5 
F15E6.2	lgc-22	Protein LGC-22, isoform a 
C35D6.3	C35D6.3	Protein C35D6.3 
F11E6.10	F11E6.10	Protein F11E6.10 
Y37E11AM.2	Y37E11AM.2	Protein Y37E11AM.2 
R10H10.3	R10H10.3	Protein R10H10.3 
Y41D4B.26	Y41D4B.26	Protein Y41D4B.26 
Y116A8C.12	arf-6	Protein ARF-6 
Y41D4A.7	Y41D4A.7	Protein Y41D4A.7 
Y67A10A.1	oac-56	Protein OAC-56 
F07C6.4	F07C6.4	Protein F07C6.4, isoform a 
F36A4.4	F36A4.4	Protein F36A4.4 
Y54G2A.28	Y54G2A.28	Protein Y54G2A.28 
T07A9.12	T07A9.12	Protein T07A9.12, isoform a 
H25K10.7	srw-61	Protein SRW-61, isoform a 
F11E6.4	F11E6.4	Protein F11E6.4, isoform a 
C09G12.10	srz-83	Protein SRZ-83 
Y46C8AL.11	Y46C8AL.11	Protein Y46C8AL.11 
F42A6.4	cyp-25A5	Protein CYP-25A5 
K07F5.3	msp-56	Major sperm protein 10/36/56/76 
K04D7.5	gon-4	Protein GON-4, isoform a 
Y73B6A.2	Y73B6A.2	Protein Y73B6A.2 
F09E8.3	msh-5	MutS protein homolog 5 
C35B1.4	C35B1.4	Protein C35B1.4 
Y77E11A.16	Y77E11A.16	Protein Y77E11A.16 
C52D10.11	flp-17	Protein FLP-17 
F35G2.5	F35G2.5	Protein F35G2.5, isoform a 
E04A4.3	E04A4.3	Protein E04A4.3 
K03D3.4	srz-61	Protein SRZ-61 
Y69A2AR.18	Y69A2AR.18	Protein Y69A2AR.18, isoform b 
F40F11.1	rps-11	Protein RPS-11 
Y67D8C.9	Y67D8C.9	Protein Y67D8C.9, isoform a 
K07H8.9	K07H8.9	Protein K07H8.9 
Y94H6A.4	gpx-4	Protein Y94H6A.4 
C04C3.6	C04C3.6	Protein C04C3.6 
T12B3.3	T12B3.3	Protein T12B3.3 
F38H4.4	F38H4.4	Protein F38H4.4 
Y41D4B.12	set-23	Probable histone-lysine N-methyltransferase set-23 
F11A10.3	mig-32	Protein MIG-32, isoform a 
T08B6.7	str-170	Protein STR-170 
K03H6.2	K03H6.2	Protein K03H6.2 
C49C3.11	C49C3.11	Protein C49C3.11 
C33A12.3	C33A12.3	Protein C33A12.3, isoform a 
ZK896.4	ZK896.4	Protein ZK896.4 
F36A4.1	F36A4.1	Protein F36A4.1 
F49E8.7	F49E8.7	Protein F49E8.7, isoform a 
F28D1.11	dpm-3	Probable dolichol-phosphate mannosyltransferase subunit 3 
Y38H8A.3	Y38H8A.3	Protein Y38H8A.3 
F56D5.6	F56D5.6	Protein F56D5.6 
C29E6.1	let-653	Protein LET-653, isoform a 
F28F9.1	zag-1	Zinc finger E-box-binding homebox protein zag-1 
K07F5.2	msp-10	Major sperm protein 10/36/56/76 
C24D10.2	C24D10.2	Protein C24D10.2 
Y42H9AR.3	rabs-5	Protein RABS-5 
C33H5.8	C33H5.8	Protein C33H5.8 
Y73F4A.1	Y73F4A.1	DOMON domain-containing protein Y73F4A.1 
C01G5.5	C01G5.5	Protein C01G5.5 
F55G1.7	F55G1.7	Protein F55G1.7, isoform a 
H12I19.2	srz-31	Protein SRZ-31 
Y40H7A.9	Y40H7A.9	Protein Y40H7A.9 
F58G6.3	F58G6.3	Protein F58G6.3 
Y77E11A.7	Y77E11A.7	Protein Y77E11A.7, isoform c 
C54E4.3	gcy-37	Soluble guanylate cyclase gcy-37 
W03G1.1	glt-7	Protein GLT-7 
Y41D4B.4	Y41D4B.4	Protein Y41D4B.4 
F42C5.3	F42C5.3	Protein F42C5.3 
K07F5.17	K07F5.17	Protein K07F5.17 
JC8.3	rpl-12	60S ribosomal protein L12 
Y105C5A.12	Y105C5A.12	Protein Y105C5A.12 
T13F2.4	T13F2.4	Protein T13F2.4 
Y62E10A.10	Y62E10A.10	Protein Y62E10A.10 
F29C4.6	tut-1	Cytoplasmic tRNA 2-thiolation protein 1 
F52B11.1	F52B11.1	Protein F52B11.1, isoform a 
Y41D4B.9	nhr-122	Protein NHR-122 
T12E12.3	T12E12.3	Protein T12E12.3 
W03D2.7	W03D2.7	Protein W03D2.7 
C28C12.5	spp-8	Protein SPP-8 
F13B12.5	ins-1	Protein INS-1 
F13G11.1	dmd-6	Protein DMD-6, isoform b 
Y105C5B.8	Y105C5B.8	Protein Y105C5B.8 
C33H5.12	rsp-6	Probable splicing factor, arginine/serine-rich 6 
C53B4.4	C53B4.4	Protein C53B4.4, isoform b 
Y67A10A.5	fbxa-126	Protein FBXA-126 
Y41E3.1	Y41E3.1	Protein Y41E3.1, isoform a 
C47A4.1	C47A4.1	Protein C47A4.1 
ZK809.1	ZK809.1	Protein ZK809.1 
F37C4.7	F37C4.7	Protein F37C4.7 
R11A8.2	R11A8.2	Protein mos-2 homolog 
C17H12.3	C17H12.3	Protein C17H12.3 
F23B2.6	aly-2	Protein ALY-2 
K08F11.1	K08F11.1	Protein K08F11.1 
F58B3.5	mars-1	Methionine--tRNA ligase, cytoplasmic 
R13A1.4	unc-8	Degenerin unc-8 
Y59E9AL.36	Y59E9AL.36	Protein Y59E9AL.36 
F08B4.1	dic-1	Protein DIC-1, isoform b 
C24D10.1	C24D10.1	Protein C24D10.1 
F01G10.4	F01G10.4	Protein F01G10.4 
Y76B12C.8	Y76B12C.8	Protein Y76B12C.8 
F55G11.6	F55G11.6	Protein F55G11.6 
F49E11.8	F49E11.8	Protein F49E11.8 
Y57G11C.52	Y57G11C.52	Protein Y57G11C.52 
T25B9.7	ugt-54	Protein UGT-54 
Y54G2A.17	Y54G2A.17	Nicotinate phosphoribosyltransferase 
C10C6.3	C10C6.3	Protein C10C6.3 
F35G2.1	F35G2.1	Protein F35G2.1, isoform a 
F55B11.3	F55B11.3	Protein F55B11.3 
F38E11.6	F38E11.6	Protein F38E11.6, isoform a 
Y42H9B.1	col-115	Protein COL-115 
F19C7.4	F19C7.4	Protein F19C7.4 
C44C8.1	fbxc-5	Protein FBXC-5 
M02B1.3	M02B1.3	Protein M02B1.3 
K02D7.6	grl-26	Protein GRL-26 
AC7.1	tkr-3	Protein TKR-3, isoform b 
T04B2.6	dhs-31	Protein DHS-31, isoform a 
M116.2	M116.2	Protein M116.2 
W08E12.9	W08E12.9	Protein W08E12.9 
