Ensembl Gene ID	Associated Gene Name	Descriptio
AT1G71090	AT1G71090	auxin efflux carrier-like protein
AT5G60022	AT5G60022	other RNA
AT5G31572	AT5G31572	transposable element gene
AT3G01900	CYP94B2	cytochrome P450, family 94, subfamily B, polypeptide 2
AT4G05370	AT4G05370	BCS1 AAA-type ATPase
AT4G34300	AT4G34300	glycine-rich protein
AT4G21650	AT4G21650	Subtilase family protein
AT1G79720	AT1G79720	aspartyl protease-like protein
AT4G04407	AT4G04407	transposable element gene
AT2G12461	AT2G12461	uncharacterized protein
AT5G43050	NPQ6	uncharacterized protein
AT4G14695	AT4G14695	uncharacterized protein
AT5G33070	AT5G33070	Encodes a defensin-like (DEFL) family protein
AT5G46660	AT5G46660	protein kinase C-like zinc finger protein
AT5G33365	AT5G33365	transposable element gene
AT4G26200	ACS7	1-aminocyclopropane-1-carboxylate synthase 7
AT1G21920	AT1G21920	putative phosphatidylinositol-4-phosphate 5-kinase
AT1G16530	LBD3	LOB domain-containing protein 3
AT1G05520	AT1G05520	sec23/sec24-like transport protein
AT3G42721	AT3G42721	transposable element gene
AT4G03580	AT4G03580	uncharacterized protein
AT3G10900	AT3G10900	putative mannan endo-1,4-beta-mannosidase 4
AT5G42970	EMB134	COP9 signalosome complex subunit 4
AT3G13070	AT3G13070	CBS domain and transporter associated domain-containing protein
ATMG00720	ORF107D	hypothetical protein
AT3G11800	AT3G11800	uncharacterized protein
AT4G17720	AT4G17720	RNA recognition motif-containing protein
AT5G56210	WIP2	WPP domain-interacting protein 2
AT5G11960	AT5G11960	uncharacterized protein
AT1G52740	HTA9	histone H2A protein 9
AT1G36420	AT1G36420	transposable element gene
AT5G09720	AT5G09720	magnesium transporter MRS2-8
AT4G06533	AT4G06533
AT1G45688	AT1G45688	uncharacterized protein
AT3G19540	AT3G19540	uncharacterized protein
AT4G05582	AT4G05582	transposable element gene
AT5G63110	SIL1	histone deacetylase 6
AT2G36580	AT2G36580	pyruvate kinase-like protein
AT5G50340	AT5G50340	ATP binding / damaged DNA binding / nucleoside-triphosphatase/ nucleotide binding protein
AT3G16720	ATL2	RING-H2 finger protein ATL2
AT3G15300	AT3G15300	VQ motif-containing protein
AT1G72500	AT1G72500	uncharacterized protein
AT3G20080	CYP705A15	cytochrome P450, family 705, subfamily A, polypeptide 15
AT2G14240	AT2G14240	transposable element gene
AT2G07791	AT2G07791
AT5G01090	AT5G01090	concanavalin A-like lectin
AT5G17260	NAC086	NAC domain containing protein 86
AT4G00580	AT4G00580	COP1-interacting protein-like protein
AT4G12750	AT4G12750	Homeodomain-like transcriptional regulator
AT1G43195	AT1G43195	transposable element gene
AT1G15570	CYCA2;3	cyclin-A2-3
AT2G43261	AT2G43261	uncharacterized protein
AT5G02020	SIS	uncharacterized protein
AT3G62880	ATOEP16-4	translocase Oep16
AT3G56610	AT3G56610	uncharacterized protein
AT4G14840	AT4G14840	uncharacterized protein
AT5G38470	RAD23D	putative DNA repair protein RAD23-4
AT1G09480	AT1G09480	Rossmann-fold NAD(P)-binding domain-containing protein
AT5G24740	AT5G24740	uncharacterized protein
AT2G11080	AT2G11080	transposable element gene
AT3G47960	AT3G47960	putative peptide/nitrate transporter
AT1G03810	AT1G03810	Nucleic acid-binding, OB-fold-like protein
AT5G39865	AT5G39865	glutaredoxin-like protein
AT2G05190	AT2G05190	pseudogene
AT1G11592	AT1G11592	other RNA
AT1G51390	ATNFU1	NifU-like protein 5
AT3G22490	AT3G22490	Seed maturation protein
AT3G07000	AT3G07000	cysteine/histidine-rich C1 domain-containing protein
AT5G40820	ATRAD3	serine/threonine-protein kinase ATR
AT2G30340	LBD13	LOB domain-containing protein 13
AT1G80380	AT1G80380	D-glycerate 3-kinase
AT5G15270	AT5G15270	RNA-binding KH domain-containing protein
AT1G09935	AT1G09935	phosphoglycerate mutase-like protein
AT3G02030	AT3G02030	transferase
AT1G54870	AT1G54870	Rossmann-fold NAD(P)-binding domain-containing protein
AT3G25550	AT3G25550	F-box protein
AT4G06605	AT4G06605	transposable element gene
AT1G51340	AT1G51340	MATE efflux family protein
AT3G21600	AT3G21600	Senescence/dehydration-associated protein-like protein
AT3G52710	AT3G52710	uncharacterized protein
AT5G55310	TOP1BETA	DNA topoisomerase 1 beta
ATMG01370	ORF111D	hypothetical protein
AT5G16420	AT5G16420	pentatricopeptide repeat-containing protein
AT4G16465	AT4G16465	pre-tRNA
AT1G62835	AT1G62835	pseudogene
AT1G72820	AT1G72820	Mitochondrial substrate carrier family protein
AT4G38290	AT4G38290	hemolysin-III related integral membrane protein
AT1G28640	AT1G28640	GDSL esterase/lipase
AT4G07920	AT4G07920	transposable element gene
AT3G47200	AT3G47200	uncharacterized protein
AT5G63941	AT5G63941
AT1G03445	BSU1	serine/threonine-protein phosphatase BSU1
AT5G35650	AT5G35650	transposable element gene
AT5G29046	AT5G29046	transposable element gene
AT2G05133	AT2G05133	Pseudogene of AT2G37680
AT5G63400	ADK1	adenylate kinase 1
AT1G58766	AT1G58766	uncharacterized protein
AT3G49760	AtbZIP5	basic leucine-zipper 5
AT3G02510	AT3G02510	regulator of chromosome condensation domain-containing protein
AT4G14145	AT4G14145	uncharacterized protein
AT1G78950	AT1G78950	beta-amyrin synthase
AT3G57586	AT3G57586	transposable element gene
AT3G07750	AT3G07750	3'-5'-exoribonuclease family protein
AT5G58050	SVL4	protein SEUSS-like 4
AT3G05970	LACS6	long-chain acyl-CoA synthetase 6
AT5G56580	ATMKK6	mitogen-activated protein kinase kinase 6
AT1G02730	ATCSLD5	1,4-beta-D-xylan synthase
AT1G10455	AT1G10455	B3 domain-containing protein
AT4G17680	AT4G17680	SBP (S-ribonuclease binding protein) family protein
AT1G62790	AT1G62790	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G07330	AT1G07330	uncharacterized protein
AT3G53550	AT3G53550	FBD-like domain family protein
AT3G04460	ATPEX12	peroxin-12
AT1G28680	AT1G28680	N-hydroxycinnamoyl/benzoyltransferase-like protein
AT2G29290	AT2G29290	tropine dehydrogenase
AT4G33460	ATNAP13	ABC transporter I family member 10
AT1G47820	AT1G47820	uncharacterized protein
AT1G17545	AT1G17545	Protein phosphatase 2C family protein
AT1G24540	CYP86C1	cytochrome P450, family 86, subfamily C, polypeptide 1
AT5G36780	AT5G36780	uncharacterized protein
AT2G39440	AT2G39440	ribonuclease H2 subunit C
AT3G16040	AT3G16040	Translation machinery associated TMA7
AT3G55566	AT3G55566	uncharacterized protein
AT4G36750	AT4G36750	Quinone reductase family protein
AT1G43723	AT1G43723	transposable element gene
AT5G17510	AT5G17510	uncharacterized protein
AT2G39820	AT2G39820	translation initiation factor eIF-6
AT4G15290	ATCSLB05	cellulose synthase-like protein B5
AT4G16450	AT4G16450	uncharacterized protein
AT3G13050	AT3G13050	major facilitator protein
AT3G16910	ACN1	acyl-activating enzyme 7
AT5G17165	AT5G17165	uncharacterized protein
AT5G01110	AT5G01110	pentatricopeptide repeat-containing protein
AT5G39320	AT5G39320	putative UDP-glucose 6-dehydrogenase 2
AT1G56930	AT1G56930	pre-tRNA
AT4G04680	AT4G04680	uncharacterized protein
AT1G71190	SAG18	senescence associated protein 18
AT5G41830	AT5G41830	F-box family protein-like protein
AT4G18610	LSH9	uncharacterized protein
AT5G60460	AT5G60460	protein transport protein SEC61 subunit beta
AT3G03760	LBD20	LOB domain-containing protein 20
AT5G27035	AT5G27035
AT1G65280	AT1G65280	DNAJ heat shock N-terminal domain-containing protein
AT2G38800	AT2G38800	calmodulin-binding protein-like protein
AT3G28470	ATMYB35	myb proto-oncogene protein
AT4G28330	AT4G28330	uncharacterized protein
AT1G71235	AT1G71235	uncharacterized protein
AT1G74260	PUR4	phosphoribosylformylglycinamidine synthase
AT5G43360	PHT3	putative inorganic phosphate transporter 1-3
AT4G36110	AT4G36110	SAUR-like auxin-responsive protein
AT5G52780	AT5G52780	uncharacterized protein
AT5G25850	AT5G25850	putative F-box/FBD/LRR-repeat protein
AT2G16090	ARI2	ariadne-1
AT1G68760	ATNUDT1	nudix hydrolase 1
ATCG01230	RPS12	ribosomal protein S12B
AT2G05770	AT2G05770	transposable element gene
AT3G44390	AT3G44390
AT2G24680	AT2G24680	B3 domain-containing protein REM12
AT5G41675	AT5G41675	pre-tRNA
AT5G07470	ATMSRA3	peptide methionine sulfoxide reductase A3
AT5G03090	AT5G03090	uncharacterized protein
AT2G26560	PLA IIA	phospholipase A 2A
AT2G12345	AT2G12345	transposable element gene
AT4G36270	AT4G36270	ATP binding protein
AT4G22420	AT4G22420	Ubiquitin-specific protease family C19-related protein
AT1G34850	AT1G34850	Plant thionin family protein
AT2G10220	AT2G10220	transposable element gene
AT3G04310	AT3G04310	uncharacterized protein
AT1G76580	AT1G76580	squamosa promoter-binding-like protein 16
AT4G12460	ORP2B	OSBP(oxysterol binding protein)-related protein 2B
AT1G26580	AT1G26580	uncharacterized protein
AT1G28800	AT1G28800	pre-tRNA
AT3G50685	AT3G50685	uncharacterized protein
AT2G34315	AT2G34315	avirulence induced family protein
AT2G25312	AT2G25312	ECA1 gametogenesis related family protein
AT5G45950	AT5G45950	GDSL esterase/lipase
AT3G56825	U2.4	U2.4snRNA
AT1G76300	SmD3	snRNP core protein SMD3
AT3G12590	AT3G12590	uncharacterized protein
AT5G52797	MIR870A	(MIR870A) otherRNA
AT5G62160	AtZIP12	putative zinc transporter 12
AT3G63340	AT3G63340	putative protein phosphatase 2C 51
AT5G44910	AT5G44910	Toll-Interleukin-Resistance domain-containing protein
AT3G52210	AT3G52210	mRNA cap guanine-N7 methyltransferase 2
AT1G70630	AT1G70630	Nucleotide-diphospho-sugar transferase family protein
AT2G06460	AT2G06460	transposable element gene
AT1G13690	ATE1	ATPase E1
AT2G03100	AT2G03100	transposable element gene
AT2G25050	AT2G25050	formin-like protein 18
AT3G33127	AT3G33127	transposable element gene
AT3G56490	HINT1	HIS triad family protein 3
AT2G19030	RALFL11	RALF-like 11 protein
AT3G28230	AT3G28230	uncharacterized protein
AT5G62650	AT5G62650	Tic22-like family protein
AT1G32415	AT1G32415	pentatricopeptide repeat-containing protein
AT1G63290	AT1G63290	putative D-ribulose-5-phosphate 3-epimerase
AT2G15640	AT2G15640	F-box protein
AT5G41940	AT5G41940	RabGAP/TBC domain-containing protein
AT4G17730	SYP23	syntaxin-23
AT5G37470	AT5G37470	uncharacterized protein
AT4G04950	AT4G04950	monothiol glutaredoxin-S17
AT5G44040	AT5G44040	uncharacterized protein
AT4G10845	AT4G10845	uncharacterized protein
AT5G35918	AT5G35918	transposable element gene
AT2G05910	AT2G05910	LURP-one-related 6 protein
AT1G31050	AT1G31050	basic helix-loop-helix domain-containing protein
AT2G14160	AT2G14160	putative glycine-rich RNA-binding protein
AT1G80640	AT1G80640	protein kinase domain-containing protein
AT3G15352	COX17	cytochrome c oxidase subunit XVII assembly protein
AT4G10210	AT4G10210	uncharacterized protein
AT1G28240	AT1G28240	uncharacterized protein
AT3G25930	AT3G25930	universal stress protein (USP) family protein
AT3G16120	AT3G16120	Dynein light chain type 1 family protein
AT4G06515	AT4G06515	transposable element gene
AT1G65010	AT1G65010	uncharacterized protein
AT4G24652	AT4G24652	Pseudogene of AT4G20330transcription initiation factor-related
AT3G48730	GSA2	glutamate-1-semialdehyde 2,1-aminomutase 2
AT5G39862	AT5G39862
AT2G07635	AT2G07635	transposable element gene
AT3G62190	AT3G62190	chaperone DnaJ domain-containing protein
AT2G41415	AT2G41415	maternally expressed family protein
AT1G02500	MAT1	S-adenosylmethionine synthetase 1
AT3G32962	AT3G32962	transposable element gene
AT5G60964	AT5G60964	ECA1 gametogenesis related family protein
AT3G61721	AT3G61721	pseudogene
AT2G41800	AT2G41800	uncharacterized protein
AT3G43315	AT3G43315	transposable element gene
AT3G32893	AT3G32893	transposable element gene
AT5G40330	MYB23	transcription factor MYB23
AT3G48060	AT3G48060	BAH and TFIIS domain-containing protein
AT5G23989	AT5G23989	uncharacterized protein
AT3G16851	AT3G16851	uncharacterized protein
AT4G11040	AT4G11040	putative protein phosphatase 2C 54
AT5G40590	AT5G40590	cysteine/histidine-rich C1 domain-containing protein
AT2G25480	AT2G25480	TPX2 (targeting protein for Xklp2) family protein
AT4G36960	AT4G36960	RNA recognition motif-containing protein
AT1G43910	AT1G43910	P-loop containing nucleoside triphosphate hydrolase-like protein
AT1G14710	AT1G14710	hydroxyproline-rich glycoprotein-like protein
AT5G53590	AT5G53590	SAUR-like auxin-responsive protein
AT3G51620	AT3G51620	NT domain of poly(A) polymerase and terminal uridylyl transferase-containing protein
AT5G37442	AT5G37442	transposable element gene
AT4G28740	AT4G28740	uncharacterized protein
AT3G09930	AT3G09930	GDSL esterase/lipase
AT3G23540	AT3G23540	esterase/lipase domain-containing protein
AT3G54490	RPB5E	RNA polymerase II fifth largest subunit, E
AT5G23420	HMGB6	high-mobility group B6 protein
AT2G35970	AT2G35970	late embryogenesis abundant hydroxyproline-rich glycoprotein
AT5G02860	AT5G02860	pentatricopeptide repeat-containing protein
AT4G34920	AT4G34920	1-phosphatidylinositol phosphodiesterase-related protein
AT3G45520	AT3G45520	transposable element gene
AT5G67230	IRX14-L	glycosyl transferase family 43 protein
AT5G59820	RHL41	C2H2-type zinc finger protein
AT5G27240	AT5G27240	DNAJ heat shock N-terminal domain-containing protein
AT3G48080	AT3G48080	lipase class 3 family protein / disease resistance protein-related protein
AT5G48970	AT5G48970	Mitochondrial substrate carrier family protein
AT5G58930	AT5G58930	uncharacterized protein
AT1G15810	AT1G15810	S15/NS1, RNA-binding protein
AT3G52080	chx28	cation/H(+) antiporter 28
AT3G55920	AT3G55920	peptidyl-prolyl cis-trans isomerase
AT1G40099	AT1G40099	transposable element gene
AT1G27160	AT1G27160	valyl-tRNA synthetase / valine--tRNA ligase-like protein
AT3G53720	ATCHX20	cation/H(+) antiporter 20
AT3G48990	AT3G48990	AMP-dependent synthetase and ligase-like protein
AT1G31814	FRL2	protein FRIGIDA like 2
AT1G18100	E12A11	protein MOTHER of FT and TF 1
AT1G59700	ATGSTU16	glutathione S-transferase TAU 16
AT3G19290	AREB2	abscisic acid-insensitive 5-like protein 7
AT5G18540	AT5G18540	uncharacterized protein
AT3G17080	AT3G17080	self-incompatibility S1 family protein
AT5G57850	AT5G57850	branched-chain-amino-acid aminotransferase-like protein 3
AT1G29940	NRPA2	nuclear RNA polymerase A2
AT3G61829	AT3G61829	uncharacterized protein
AT5G51060	RHD2	Respiratory burst oxidase-C
AT5G57910	AT5G57910	uncharacterized protein
AT2G43980	AtITPK4	inositol-tetrakisphosphate 1-kinase 4
AT1G47710	AT1G47710	serpin-ZX
AT1G78790	AT1G78790	uncharacterized protein
AT4G07890	AT4G07890	transposable element gene
AT1G29000	AT1G29000	heavy-metal-associated domain-containing protein
AT3G22150	AT3G22150	pentatricopeptide repeat-containing protein
AT3G25290	AT3G25290	putative auxin-responsive protein
AT3G24020	AT3G24020	disease resistance-responsive, dirigent domain-containing protein
AT4G22754	AT4G22754	pre-tRNA
AT5G22792	AT5G22792
AT2G06775	AT2G06775	transposable element gene
AT2G31880	SOBIR1	putative leucine-rich repeat transmembrane protein kinase
AT3G19690	AT3G19690	putative pathogenesis-related protein
AT3G08790	AT3G08790	ENTH/VHS/GAT family protein
AT1G14687	HB32	homeobox protein 32
AT3G44690	AT3G44690	uncharacterized protein
AT2G46930	AT2G46930	pectinacetylesterase-like protein
AT4G30825	AT4G30825	pentatricopeptide repeat-containing protein
AT2G27580	AT2G27580	zinc finger A20 and AN1 domain-containing stress-associated protein 3
AT5G42760	AT5G42760	Leucine carboxyl methyltransferase
AT4G36610	AT4G36610	hydrolase, alpha/beta fold family protein
AT5G26230	AT5G26230	uncharacterized protein
AT1G09645	AT1G09645	uncharacterized protein
AT4G13930	SHM4	serine hydroxymethyltransferase 4
AT1G70040	AT1G70040	uncharacterized protein
AT3G17155	AT3G17155	defensin-like protein 46
AT1G35270	AT1G35270	pseudogene
AT1G56520	AT1G56520	TIR-NBS-LRR class disease resistance protein
AT1G48560	AT1G48560	uncharacterized protein
AT2G23040	AT2G23040	uncharacterized protein
AT5G41614	AT5G41614	uncharacterized protein
AT5G12180	CPK17	calcium-dependent protein kinase 17
AT1G72750	ATTIM23-2	translocase inner membrane subunit 23-2
AT5G28626	SADHU1-3	transposable element gene
ATCG00390	TRNT.2	tRNA-Thr
AT2G31770	ARI9	putative E3 ubiquitin-protein ligase ARI9
AT4G14630	GLP9	germin-like protein subfamily 1 member 8
AT1G66620	AT1G66620	E3 ubiquitin-protein ligase SINA-like 2
AT3G26720	AT3G26720	alpha-mannosidase
AT3G56085	AT3G56085	pre-tRNA
AT2G10611	AT2G10611	transposable element gene
AT5G61140	AT5G61140	U5 small nuclear ribonucleoprotein helicase
AT5G39180	AT5G39180	germin-like protein subfamily 1 member 19
AT1G59740	AT1G59740	putative peptide/nitrate transporter
AT5G25990	AT5G25990	uncharacterized protein
AT4G33540	AT4G33540	metallo-beta-lactamase family protein
AT3G01100	HYP1	uncharacterized protein
AT2G40820	AT2G40820	uncharacterized protein
AT5G09976	AT5G09976	uncharacterized protein
AT5G66200	ARO2	armadillo repeat only 2 protein
AT3G10585	AT3G10585	myb family transcription factor / I-box binding factor-related protein
AT3G12740	ALIS1	ALA-interacting subunit 1
AT3G11260	WOX5	WUSCHEL-related homeobox 5
AT1G67230	LINC1	protein little nuclei1
AT2G07812	AT2G07812	Pseudogene of ATMG01100
AT3G20350	AT3G20350	uncharacterized protein
AT2G23440	AT2G23440	uncharacterized protein
AT5G05100	AT5G05100	Single-stranded nucleic acid binding R3H protein
AT1G29780	AT1G29780	haloacid dehalogenase-like hydrolase
AT1G54430	AT1G54430	transposable element gene
AT3G04210	AT3G04210	TIR-NBS class disease resistance protein
AT2G45406	AT2G45406	Galactose oxidase/kelch repeat family protein
AT4G03376	AT4G03376	Pseudogene of AT1G56420
AT3G49720	AT3G49720	uncharacterized protein
AT3G25710	BHLH32	transcription factor AIG1
AT1G18660	AT1G18660	zinc finger (C3HC4-type RING finger) family protein
AT5G37890	AT5G37890	E3 ubiquitin-protein ligase SINA-like 7
AT5G41071	AT5G41071	uncharacterized protein
AT2G32160	AT2G32160	N2227-like domain-containing protein
AT1G06420	AT1G06420	uncharacterized protein
AT2G44630	AT2G44630	F-box/kelch-repeat protein
AT5G65676	AT5G65676	transposable element gene
AT1G63390	AT1G63390	FAD/NAD(P)-binding oxidoreductase family protein
AT2G29030	AT2G29030	pre-tRNA
AT5G62950	AT5G62950	RNA polymerase II, Rpb4, core protein
AT2G11610	AT2G11610	transposable element gene
ATCG00400	TRNL.1	tRNA-Leu
AT1G81001	AT1G81001	unknown pseudogene
AT5G35069	AT5G35069	uncharacterized protein
AT5G02390	AT5G02390	uncharacterized protein
AT4G08610	AT4G08610
AT4G37895	AT4G37895	other RNA
AT4G22165	AT4G22165	putative F-box protein
AT5G43210	AT5G43210	endo/excinuclease amino terminal domain-containing protein
AT4G32220	AT4G32220	transposable element gene
AT3G16565	AT3G16565	putative nucleotide binding protein
AT1G64940	CYP89A6	cytochrome P450, family 87, subfamily A, polypeptide 6
AT4G00905	AT4G00905	NC domain-containing protein-like protein
AT5G48230	ACAT2	acetyl-CoA acetyltransferase, cytosolic 1
AT5G38460	AT5G38460	alpha-1,3-glucosyltransferase
AT5G10990	AT5G10990	SAUR-like auxin-responsive protein
AT3G29255	AT3G29255	putative pentacyclic triterpene synthase 7
AT5G23155	AT5G23155	other RNA
AT1G31290	AGO3	protein ARGONAUTE 3
AT2G47275	MIR403	MIR403 miRNA
AT2G07981	AT2G07981	uncharacterized protein
AT5G42870	PAH2	phosphatidic acid phosphohydrolase 2
